# Indicators (ADR 0143): kind  value  campaign  source. Known-bad markers
# from past AUR incidents, primary sources first (sources.tsv); community
# lists (lenucksi) only fill gaps. kinds:
#   pkgbase  package base (critical in its campaign window, else suspicious)
#   npm      npm/bun package name        domain  host, onion or IP
#   sha256   payload hash                path    on-disk artefact (audit)
# Refresh: `aur-vet refresh-indicators` (reviewed diff, never at vet time);
# names outside the AUR charset (arch-md "notepad\u2014bin") are dropped.
pkgbase	cinny-desktop-system-tray	atomic-arch	arch-md
pkgbase	cint	atomic-arch	arch-md
pkgbase	cjs-git	atomic-arch	arch-md
pkgbase	clai	atomic-arch	arch-md
pkgbase	clamfs	atomic-arch	arch-md
pkgbase	clang15	atomic-arch	arch-md
pkgbase	clang19	atomic-arch	arch-md
pkgbase	clash-mi	atomic-arch	arch-md
pkgbase	claude-code-router	atomic-arch	arch-md
pkgbase	claymore-miner-bin	atomic-arch	arch-md
pkgbase	clevo-xsm-wmi	atomic-arch	arch-md
pkgbase	cling-git	atomic-arch	arch-md
pkgbase	cling-jupyter-git	atomic-arch	arch-md
pkgbase	clipgrab-kde	atomic-arch	arch-md
pkgbase	cl-javascript	atomic-arch	arch-md
pkgbase	cl-parenscript	atomic-arch	arch-md
pkgbase	cl-parse-js	atomic-arch	arch-md
pkgbase	cmake-modules-webos-git	atomic-arch	arch-md
pkgbase	cmospwd	atomic-arch	arch-md
pkgbase	cmuclmtk	atomic-arch	arch-md
pkgbase	cnijfilter-common	atomic-arch	arch-md
pkgbase	cnijfilter-common-mg5400	atomic-arch	arch-md
pkgbase	cnijfilter-ip110	atomic-arch	arch-md
pkgbase	cnijfilter-mp550	atomic-arch	arch-md
pkgbase	codeclimate	atomic-arch	arch-md
pkgbase	code-git	atomic-arch	arch-md
pkgbase	codeigniter	atomic-arch	arch-md
pkgbase	codenomad-bin	atomic-arch	arch-md
pkgbase	code-notes-bin	atomic-arch	arch-md
pkgbase	codeql-cli-bin	atomic-arch	arch-md
pkgbase	coffeescript-git	atomic-arch	arch-md
pkgbase	cogpit-bin	atomic-arch	arch-md
pkgbase	colorhug-client	atomic-arch	arch-md
pkgbase	colorsvn	atomic-arch	arch-md
pkgbase	colorz	atomic-arch	arch-md
pkgbase	compiler-rt19	atomic-arch	arch-md
pkgbase	compizconfig-python	atomic-arch	arch-md
pkgbase	compizconfig-python-git	atomic-arch	arch-md
pkgbase	compiz-fusion-plugins-experimental	atomic-arch	arch-md
pkgbase	compiz-fusion-plugins-experimental-git	atomic-arch	arch-md
pkgbase	compiz-fusion-plugins-extra	atomic-arch	arch-md
pkgbase	compiz-fusion-plugins-extra-git	atomic-arch	arch-md
pkgbase	complexity	atomic-arch	arch-md
pkgbase	concordium-desktop-wallet-appimage	atomic-arch	arch-md
pkgbase	concordium-desktop-wallet-bin	atomic-arch	arch-md
pkgbase	concordium-desktop-wallet-testnet-bin	atomic-arch	arch-md
pkgbase	concordium-node-bin	atomic-arch	arch-md
pkgbase	connman-ncurses	atomic-arch	arch-md
pkgbase	connman-ncurses-git	atomic-arch	arch-md
pkgbase	connman-ui-git	atomic-arch	arch-md
pkgbase	containerd-git	atomic-arch	arch-md
pkgbase	contemporary-cursors	atomic-arch	arch-md
pkgbase	controllermap	atomic-arch	arch-md
pkgbase	coolreader	atomic-arch	arch-md
pkgbase	coolreader3-git	atomic-arch	arch-md
pkgbase	coppeliasim-bin	atomic-arch	arch-md
pkgbase	cowdancer	atomic-arch	arch-md
pkgbase	coyim	atomic-arch	arch-md
pkgbase	cpp-netlib	atomic-arch	arch-md
pkgbase	cppreference-devhelp	atomic-arch	arch-md
pkgbase	cpufreqd	atomic-arch	arch-md
pkgbase	cpuminer-git	atomic-arch	arch-md
pkgbase	cpuminer-multi	atomic-arch	arch-md
pkgbase	cpuminer-multi-git	atomic-arch	arch-md
pkgbase	cpuminer-opt	atomic-arch	arch-md
pkgbase	cpuminer-opt-sugarchain	atomic-arch	arch-md
pkgbase	cpu-monitor-extension-lxpanel-plugin	atomic-arch	arch-md
pkgbase	cpuset	atomic-arch	arch-md
pkgbase	craftbukkit-plugin-worldedit	atomic-arch	arch-md
pkgbase	create-next-app	atomic-arch	arch-md
pkgbase	createvm	atomic-arch	arch-md
pkgbase	cross-mingw-w64-gdb	atomic-arch	arch-md
pkgbase	cryptoplugin	atomic-arch	arch-md
pkgbase	cryptowatch-desktop-bin	atomic-arch	arch-md
pkgbase	ctjs-bin	atomic-arch	arch-md
pkgbase	cubieboard-livesuit	atomic-arch	arch-md
pkgbase	cura	atomic-arch	arch-md
pkgbase	cura-plugin-octoprint-git	atomic-arch	arch-md
pkgbase	curecoind-git	atomic-arch	arch-md
pkgbase	curecoin-qt-git	atomic-arch	arch-md
pkgbase	curseradio-git	atomic-arch	arch-md
pkgbase	cutefish-calculator	atomic-arch	arch-md
pkgbase	cutefish-core	atomic-arch	arch-md
pkgbase	cutefish-dock	atomic-arch	arch-md
pkgbase	cutefish-filemanager	atomic-arch	arch-md
pkgbase	cutefish-icons	atomic-arch	arch-md
pkgbase	cutefish-launcher	atomic-arch	arch-md
pkgbase	cutefish-qt-plugins	atomic-arch	arch-md
pkgbase	cutefish-screenlocker	atomic-arch	arch-md
pkgbase	cutefish-screenshot	atomic-arch	arch-md
pkgbase	cutefish-settings	atomic-arch	arch-md
pkgbase	cutefish-statusbar	atomic-arch	arch-md
pkgbase	cutefish-wallpapers	atomic-arch	arch-md
pkgbase	cutemarked-git	atomic-arch	arch-md
pkgbase	cvs2svn	atomic-arch	arch-md
pkgbase	cvs-feature-bin	atomic-arch	arch-md
pkgbase	cwiid	atomic-arch	arch-md
pkgbase	cxo	atomic-arch	arch-md
pkgbase	cynthiune.app	atomic-arch	arch-md
pkgbase	d1x-rebirth	atomic-arch	arch-md
pkgbase	daala-git	atomic-arch	arch-md
pkgbase	daggerfall-addons	atomic-arch	arch-md
pkgbase	dagu-bin	atomic-arch	arch-md
pkgbase	dahdi-linux	atomic-arch	arch-md
pkgbase	dalbum	atomic-arch	arch-md
pkgbase	darwinia	atomic-arch	arch-md
pkgbase	dashcore	atomic-arch	arch-md
pkgbase	datatype99	atomic-arch	arch-md
pkgbase	davtools	atomic-arch	arch-md
pkgbase	dbxcli	atomic-arch	arch-md
pkgbase	deepin-mail-bin	atomic-arch	arch-md
pkgbase	deepin-wine6-stable	atomic-arch	arch-md
pkgbase	deheader	atomic-arch	arch-md
pkgbase	delaycut	atomic-arch	arch-md
pkgbase	denaro	atomic-arch	arch-md
pkgbase	deno-git	atomic-arch	arch-md
pkgbase	dep	atomic-arch	arch-md
pkgbase	desktopnova	atomic-arch	arch-md
pkgbase	desync-git	atomic-arch	arch-md
pkgbase	dexed-ide-bin	atomic-arch	arch-md
pkgbase	dfhack	atomic-arch	arch-md
pkgbase	dfhack-bin	atomic-arch	arch-md
pkgbase	dh-python	atomic-arch	arch-md
pkgbase	dianara	atomic-arch	arch-md
pkgbase	dibuja	atomic-arch	arch-md
pkgbase	difi	atomic-arch	arch-md
pkgbase	difi-bin	atomic-arch	arch-md
pkgbase	digikam-without-akonadi	atomic-arch	arch-md
pkgbase	digitemp	atomic-arch	arch-md
pkgbase	discord-qt	atomic-arch	arch-md
pkgbase	distrho-ports-lv2-git	atomic-arch	arch-md
pkgbase	dkopp	atomic-arch	arch-md
pkgbase	dmg2dir	atomic-arch	arch-md
pkgbase	docker-gc-git	atomic-arch	arch-md
pkgbase	docopts	atomic-arch	arch-md
pkgbase	doctoc	atomic-arch	arch-md
pkgbase	doom3-inhell	atomic-arch	arch-md
pkgbase	doomsday	atomic-arch	arch-md
pkgbase	dot-git	atomic-arch	arch-md
pkgbase	dots-hyprland-fork-git	atomic-arch	arch-md
pkgbase	dptf	atomic-arch	arch-md
pkgbase	drascula	atomic-arch	arch-md
pkgbase	drbl-experimental	atomic-arch	arch-md
pkgbase	drkonqi-git	atomic-arch	arch-md
pkgbase	drm_tools	atomic-arch	arch-md
pkgbase	droopy-git	atomic-arch	arch-md
pkgbase	dropbox-kde-systray-icons	atomic-arch	arch-md
pkgbase	dsd	atomic-arch	arch-md
pkgbase	dsdcc-git	atomic-arch	arch-md
pkgbase	dub-git	atomic-arch	arch-md
pkgbase	dukto	atomic-arch	arch-md
pkgbase	dvbcut	atomic-arch	arch-md
pkgbase	dvdrip	atomic-arch	arch-md
pkgbase	dvorak7min	atomic-arch	arch-md
pkgbase	dyad-bin	atomic-arch	arch-md
pkgbase	dynamodb	atomic-arch	arch-md
pkgbase	e4rat-lite-git	atomic-arch	arch-md
pkgbase	easymp3gain-qt4-bin	atomic-arch	arch-md
pkgbase	easy_spice	atomic-arch	arch-md
pkgbase	easytag-git	atomic-arch	arch-md
pkgbase	echinus-git	atomic-arch	arch-md
pkgbase	echo-icon-theme-git	atomic-arch	arch-md
pkgbase	eclipse-checkstyle	atomic-arch	arch-md
pkgbase	eclipse-i18n-de	atomic-arch	arch-md
pkgbase	eclipse-i18n-fr	atomic-arch	arch-md
pkgbase	eclipse-markdown	atomic-arch	arch-md
pkgbase	edconv-bin	atomic-arch	arch-md
pkgbase	edfbrowser-git	atomic-arch	arch-md
pkgbase	edx-downloader-git	atomic-arch	arch-md
pkgbase	eel-language	atomic-arch	arch-md
pkgbase	efiboots-git	atomic-arch	arch-md
pkgbase	eisl	atomic-arch	arch-md
pkgbase	electron-cash-slp	atomic-arch	arch-md
pkgbase	electroneum	atomic-arch	arch-md
pkgbase	electrum-bin	atomic-arch	arch-md
pkgbase	electrum-nmc	atomic-arch	arch-md
pkgbase	electrum-ravencoin-appimage	atomic-arch	arch-md
pkgbase	elements-project	atomic-arch	arch-md
pkgbase	elements-project-bin	atomic-arch	arch-md
pkgbase	elinks-git	atomic-arch	arch-md
pkgbase	elixirscript	atomic-arch	arch-md
pkgbase	elmerfem	atomic-arch	arch-md
pkgbase	elm-format-bin	atomic-arch	arch-md
pkgbase	elm-platform	atomic-arch	arch-md
pkgbase	emacs-color-theme	atomic-arch	arch-md
pkgbase	emacs-d-mode	atomic-arch	arch-md
pkgbase	emacs-ess-git	atomic-arch	arch-md
pkgbase	emacs-find-recursive	atomic-arch	arch-md
pkgbase	emacs-icicles	atomic-arch	arch-md
pkgbase	emacs-identica-mode	atomic-arch	arch-md
pkgbase	emacs-jabber	atomic-arch	arch-md
pkgbase	emacs-jabber-git	atomic-arch	arch-md
pkgbase	emacs-js2-mode-git	atomic-arch	arch-md
pkgbase	emacs-magit	atomic-arch	arch-md
pkgbase	emacs-mew	atomic-arch	arch-md
pkgbase	emacs-mmm-mode	atomic-arch	arch-md
pkgbase	emacs-paredit	atomic-arch	arch-md
pkgbase	emacs-pkgbuild-mode-git	atomic-arch	arch-md
pkgbase	emacs-popup-el	atomic-arch	arch-md
pkgbase	emacs-sml-mode	atomic-arch	arch-md
pkgbase	emacs-solidity-mode-git	atomic-arch	arch-md
pkgbase	emacs-yasnippet-git	atomic-arch	arch-md
pkgbase	emerald-wallet-bin	atomic-arch	arch-md
pkgbase	emms-git	atomic-arch	arch-md
pkgbase	encryptr	atomic-arch	arch-md
pkgbase	energyplus	atomic-arch	arch-md
pkgbase	envoy-git	atomic-arch	arch-md
pkgbase	envypn-font	atomic-arch	arch-md
pkgbase	eperiodique	atomic-arch	arch-md
pkgbase	epson-inkjet-printer-escpr2-clos-bin	atomic-arch	arch-md
pkgbase	errut	atomic-arch	arch-md
pkgbase	eslint-plugin-promise	atomic-arch	arch-md
pkgbase	eslint-plugin-react	atomic-arch	arch-md
pkgbase	eslint-plugin-vue	atomic-arch	arch-md
pkgbase	esteem-bin	atomic-arch	arch-md
pkgbase	etherpad-lite	atomic-arch	arch-md
pkgbase	ethlint-git	atomic-arch	arch-md
pkgbase	etmtk	atomic-arch	arch-md
pkgbase	eviacam	atomic-arch	arch-md
pkgbase	evilvte-git	atomic-arch	arch-md
pkgbase	evilwm	atomic-arch	arch-md
pkgbase	evopedia-git	atomic-arch	arch-md
pkgbase	evopop-gtk-theme	atomic-arch	arch-md
pkgbase	evopop-icon-theme	atomic-arch	arch-md
pkgbase	exact-image	atomic-arch	arch-md
pkgbase	exiftags	atomic-arch	arch-md
pkgbase	exodas	atomic-arch	arch-md
pkgbase	exodis	atomic-arch	arch-md
pkgbase	exodud	atomic-arch	arch-md
pkgbase	exodusae	atomic-arch	arch-md
pkgbase	exoduss	atomic-arch	arch-md
pkgbase	exodus-wallet	atomic-arch	arch-md
pkgbase	exoduswallet	atomic-arch	arch-md
pkgbase	exodus-wallet-bin	atomic-arch	arch-md
pkgbase	exodux	atomic-arch	arch-md
pkgbase	exoduz	atomic-arch	arch-md
pkgbase	exodys	atomic-arch	arch-md
pkgbase	exouds	atomic-arch	arch-md
pkgbase	fanicontrol	atomic-arch	arch-md
pkgbase	fantom	atomic-arch	arch-md
pkgbase	farmmod-hub	atomic-arch	arch-md
pkgbase	fasd-git	atomic-arch	arch-md
pkgbase	fastjet	atomic-arch	arch-md
pkgbase	fastoggenc	atomic-arch	arch-md
pkgbase	fatx	atomic-arch	arch-md
pkgbase	fbctrl	atomic-arch	arch-md
pkgbase	fbff-git	atomic-arch	arch-md
pkgbase	fcitx	atomic-arch	arch-md
pkgbase	fcitx5-pinyin-sougou-dict-git	atomic-arch	arch-md
pkgbase	fcitx-baidupinyin	atomic-arch	arch-md
pkgbase	featherwallet-appimage	atomic-arch	arch-md
pkgbase	felida-bin	atomic-arch	arch-md
pkgbase	felinks-python	atomic-arch	arch-md
pkgbase	fengoffice	atomic-arch	arch-md
pkgbase	ffdiaporama-texturemate	atomic-arch	arch-md
pkgbase	ffmpeg3.4	atomic-arch	arch-md
